repo,issue_number,issue_title,issue_created_at,issue_closed_at,resolution_days,resolution_hours,resolution_minutes
run-llama/llama_index,10643,[Bug]: Optional dependency on `llama-index-llms-openai` causes import errors,2024-02-13 11:52:09,2024-02-13 15:37:31,0.15650462962962963,3.756111111111111,225.36666666666667
run-llama/llama_index,15697,[Bug]: `OpenAIMultiModalLLM.stream_chat` stopped working in 0.11,2024-08-28 16:55:41,2024-08-28 20:42:46,0.15769675925925927,3.7847222222222223,227.08333333333334
langchain-ai/langchain,4357,TokenTextSplitter ignores model_name when using from_tiktoken_encoder,2023-05-08 19:47:49,2023-05-08 23:36:41,0.15893518518518518,3.8144444444444443,228.86666666666667
run-llama/llama_index,17212,[Bug]: Validation errors for ChatMessage,2024-12-09 17:39:06,2024-12-09 21:28:14,0.15912037037037038,3.818888888888889,229.13333333333333
microsoft/semantic-kernel,9478,Python: Bug: How do I disable parallel function calling in Semantic Kernel (Python)?,2024-10-30 18:55:43,2024-10-30 22:45:26,0.15952546296296297,3.828611111111111,229.71666666666667
langchain-ai/langchain,23911,bug: anthropic streaming tool calls for tools with no arguments,2024-07-05 15:07:55,2024-07-05 18:57:42,0.15957175925925926,3.8297222222222222,229.78333333333333
langchain-ai/langchain,5243,Add possibility to set a proxy for openai API access,2023-05-25 13:00:09,2023-05-25 16:50:27,0.15993055555555555,3.8383333333333334,230.3
run-llama/llama_index,18777,[Bug]: llama-index-core is broken with older version of sqlalchemy,2025-05-19 13:11:28,2025-05-19 17:01:48,0.1599537037037037,3.838888888888889,230.33333333333334
run-llama/llama_index,9850,[Bug]: DocumentSummaryIndex over WeaviateVectorStore gives key error during retrieval,2024-01-05 01:18:46,2024-01-05 05:09:35,0.16028935185185186,3.8469444444444445,230.81666666666666
run-llama/llama_index,17215,[Bug]: TypeError: Client.__init__() got an unexpected keyword argument 'proxies' (even for Groq),2024-12-09 20:19:54,2024-12-10 00:10:44,0.16030092592592593,3.8472222222222223,230.83333333333334
run-llama/llama_index,19385,[Feature Request]: Add FlashRank Reranker,2025-07-10 13:56:23,2025-07-10 17:47:27,0.16046296296296297,3.851111111111111,231.06666666666666
letta-ai/letta,233,Failed core_memory_append and core_memory_replace calls,2023-11-01 04:11:09,2023-11-01 08:02:26,0.16061342592592592,3.854722222222222,231.28333333333333
run-llama/llama_index,18800,[Bug]: Fix connection_string and async_connection_string assigning them default values in Postgres KVStore integration,2025-05-21 14:28:40,2025-05-21 18:20:53,0.16126157407407407,3.870277777777778,232.21666666666667
run-llama/llama_index,18760,[Bug]: BedrockConverse is not merging tool calls correctly in `stream_chat` and `astream_chat`.,2025-05-16 16:09:26,2025-05-16 20:01:39,0.16126157407407407,3.870277777777778,232.21666666666667
run-llama/llama_index,17251,[Bug]: Text Generation Inference Context Window Error,2024-12-11 19:59:57,2024-12-11 23:52:15,0.16131944444444443,3.8716666666666666,232.3
deepset-ai/haystack,8153,Clean up HuggingFaceAPIGenerator docstrings,2024-08-02 08:58:44,2024-08-02 12:51:08,0.1613888888888889,3.8733333333333335,232.4
run-llama/llama_index,13769,[Bug]: MilvusVectorStore failed to connect to the database when enable_sparse is True,2024-05-28 11:29:57,2024-05-28 15:22:28,0.1614699074074074,3.875277777777778,232.51666666666668
microsoft/semantic-kernel,9732,.Net: Fix Recent Vulnerabilities Warnings,2024-11-18 13:45:19,2024-11-18 17:38:21,0.1618287037037037,3.883888888888889,233.03333333333333
crewAIInc/crewAI,2935,[FEATURE] Update Portkey AI observability docs,2025-06-03 08:22:26,2025-06-03 12:15:30,0.16185185185185186,3.8844444444444446,233.06666666666666
run-llama/llama_index,8835,[Question]: How to Query RAG  systems with Multiple prompt concurently ,2023-11-10 12:11:46,2023-11-10 16:05:30,0.16231481481481483,3.8955555555555557,233.73333333333332
microsoft/autogen,5453,Avoid throwing error on model mistakes in SelectorGroupChat builtin selector,2025-02-08 19:19:57,2025-02-08 23:13:48,0.16239583333333332,3.8975,233.85
deepset-ai/haystack,5489,Add `top_k` to `__init__` of DiversityRanker,2023-08-02 11:09:54,2023-08-02 15:04:06,0.1626388888888889,3.9033333333333333,234.2
run-llama/llama_index,18162,[Bug]: CLIP integration package requires outdated torchvision,2025-03-17 18:42:15,2025-03-17 22:36:40,0.16278935185185187,3.9069444444444446,234.41666666666666
microsoft/semantic-kernel,4900,".Net : ExcludedPlugins not available for the Handlebars planner, causing problems in certain cases",2024-02-06 17:42:42,2024-02-06 21:37:36,0.163125,3.915,234.9
run-llama/llama_index,9867,[Bug]: sync_to_async function does not properly convert synchronous to asynchronous,2024-01-06 00:33:00,2024-01-06 04:28:51,0.16378472222222223,3.930833333333333,235.85
microsoft/semantic-kernel,9579,.Net Agents - Ensure assistant agent exits run when thread deleted externally,2024-11-06 16:13:40,2024-11-06 20:11:15,0.1649884259259259,3.959722222222222,237.58333333333334
deepset-ai/haystack,1449,Docker-Compose demo broken after recent changes,2021-09-14 06:30:06,2021-09-14 10:28:30,0.16555555555555557,3.973333333333333,238.4
crewAIInc/crewAI,1511,[BUG] fix: Improve tool description generation in Agent class for better LLM comprehension,2024-10-25 18:43:59,2024-10-25 22:42:56,0.1659375,3.9825,238.95
langchain-ai/langchain,2500,OpenSearchVectorSearch doesn't permit the user to specify a field name,2023-04-06 15:46:29,2023-04-06 19:45:57,0.1662962962962963,3.991111111111111,239.46666666666667
deepset-ai/haystack,1115,colab json error,2021-06-01 06:32:39,2021-06-01 10:32:21,0.16645833333333335,3.995,239.7
langchain-ai/langchain,29090,UnstructuredHTMLLoader fail when given `Path` type document,2025-01-08 11:19:21,2025-01-08 15:19:29,0.16675925925925925,4.002222222222223,240.13333333333333
run-llama/llama_index,17214,[Bug]: AgentRunner Error: OpenAI Model Requires String Input for messages.1.content,2024-12-09 20:09:23,2024-12-10 00:10:43,0.1675925925925926,4.022222222222222,241.33333333333334
run-llama/llama_index,18823,[Bug]: ImportError: cannot import name 'ResponseTextAnnotationDeltaEvent' from 'openai.types.responses',2025-05-22 23:12:08,2025-05-23 03:13:33,0.16765046296296296,4.023611111111111,241.41666666666666
run-llama/llama_index,10639,[Bug]:  module 'llama_index.core' has no attribute '__version__' - in non legacy ElasticsearchStore,2024-02-13 11:02:11,2024-02-13 15:05:20,0.16885416666666667,4.0525,243.15
microsoft/semantic-kernel,2284,Python: Integration Test Status,2023-08-02 16:07:07,2023-08-02 20:10:17,0.16886574074074073,4.052777777777778,243.16666666666666
run-llama/llama_index,19152,"[Bug]: QdrantVectorStore: Metadata filter with FilterOperator.IN converts filter values to str, causing type mismatch with integer metadata",2025-06-20 12:50:50,2025-06-20 16:56:53,0.17086805555555556,4.100833333333333,246.05
deepset-ai/haystack,8132,clean up FilterRetrieverdocstrings,2024-08-01 07:10:38,2024-08-01 11:16:45,0.17091435185185186,4.101944444444444,246.11666666666667
langchain-ai/langchain,3404,marathon_times.ipynb: mismatched text and code,2023-04-23 21:06:49,2023-04-24 01:14:13,0.17180555555555554,4.123333333333333,247.4
deepset-ai/haystack,3954,bug: Default timeout is too short for some tests,2023-01-26 10:57:18,2023-01-26 15:04:45,0.17184027777777777,4.1241666666666665,247.45
microsoft/semantic-kernel,8266,Python: add TextToImage services: (Azure) OpenAI,2024-08-19 09:46:45,2024-08-19 13:55:19,0.17261574074074074,4.142777777777778,248.56666666666666
microsoft/autogen,2994,[Bug]: Broken image URLs in observability documentation,2024-06-21 23:00:50,2024-06-22 03:09:29,0.17267361111111112,4.144166666666667,248.65
run-llama/llama_index,9610,[Bug]: Main thread blocks on Imports: Importing anything from llama index block the main thread.,2023-12-19 14:36:46,2023-12-19 18:46:11,0.17320601851851852,4.156944444444444,249.41666666666666
run-llama/llama_index,17601,[Feature Request]: Mistral Function calling Models should be updated,2025-01-23 16:46:14,2025-01-23 20:57:32,0.17451388888888889,4.1883333333333335,251.3
deepset-ai/haystack,7448,Add `dimensions` parameter to AzureOpenAI Embedders to fully support the new models,2024-04-02 07:49:10,2024-04-02 12:04:18,0.17717592592592593,4.252222222222223,255.13333333333333
deepset-ai/haystack,1045,Rename delete_all_documents() -> delete_documents,2021-05-10 07:21:09,2021-05-10 11:37:09,0.17777777777777778,4.266666666666667,256.0
microsoft/semantic-kernel,4925,Python: SK 0.5.0 breaks streaming,2024-02-08 11:56:22,2024-02-08 16:13:25,0.17850694444444445,4.284166666666667,257.05
run-llama/llama_index,13244,"[Feature Request]: Argilla Callback Handler updated, new README",2024-05-03 10:57:29,2024-05-03 15:14:35,0.17854166666666665,4.285,257.1
microsoft/semantic-kernel,4157,.Net: JSON parsing issue when you use HandlebarsPlanner,2023-12-11 12:32:16,2023-12-11 16:49:36,0.1787037037037037,4.288888888888889,257.3333333333333
run-llama/llama_index,8895,[Bug]: cannot deepcopy TextNode,2023-11-13 19:58:58,2023-11-14 00:16:21,0.17873842592592593,4.289722222222222,257.3833333333333
microsoft/semantic-kernel,11078,"Python: Bug: KernelFunction model_dump(mode=""json"") fails",2025-03-19 22:05:27,2025-03-20 02:23:00,0.17885416666666668,4.2925,257.55
run-llama/llama_index,11538,[Bug]: Ambiguity in how Simple Fusion Retriever handles de-duplicating nodes,2024-03-01 12:56:39,2024-03-01 17:14:32,0.17908564814814815,4.298055555555556,257.8833333333333
run-llama/llama_index,16953,[Feature Request]: Allow Weaviate specific query parameters,2024-11-14 11:35:43,2024-11-14 15:55:14,0.1802199074074074,4.325277777777778,259.51666666666665
run-llama/llama_index,15470,[Bug]: Resource wordnet not found. Please use the NLTK Downloader to obtain the resource,2024-08-18 15:32:40,2024-08-18 19:55:43,0.1826736111111111,4.384166666666666,263.05
microsoft/semantic-kernel,12035,Python: cannot import name 'deprecated' from 'typing_extensions.,2025-05-13 13:03:19,2025-05-13 17:28:06,0.1838773148148148,4.413055555555555,264.78333333333336
run-llama/llama_index,19240,[Bug]: Missing text search configuration in Postgres vector store sparse search query,2025-06-27 09:49:55,2025-06-27 14:17:31,0.18583333333333332,4.46,267.6
microsoft/semantic-kernel,3731,".Net: In the Handlebars template, the kernel parameter should be moved to the method signatures",2023-11-28 19:14:20,2023-11-28 23:43:05,0.18663194444444445,4.479166666666667,268.75
deepset-ai/haystack,8932,Remove folder from core integrations https://github.com/deepset-ai/haystack-core-integrations/tree/main/nodes,2025-02-25 10:56:39,2025-02-25 15:26:30,0.18739583333333334,4.4975,269.85
run-llama/llama_index,12874,[Feature Request]: StreamChatErrorEvent() to provide the inner exception,2024-04-16 18:39:55,2024-04-16 23:10:09,0.18766203703703704,4.503888888888889,270.23333333333335
microsoft/semantic-kernel,3782,Rename RunStreamingAsync to InvokeStreamingAsync in Kernel.,2023-11-30 16:15:46,2023-11-30 20:46:05,0.1877199074074074,4.505277777777778,270.31666666666666
run-llama/llama_index,18019,[Question]: Resuming a Workflow,2025-03-05 19:06:07,2025-03-05 23:37:38,0.18855324074074073,4.525277777777778,271.51666666666665
microsoft/autogen,643,Add function call notebook for gptassistant,2023-11-12 13:32:10,2023-11-12 18:04:20,0.18900462962962963,4.536111111111111,272.1666666666667
microsoft/autogen,6491,Could you please add model support for gpt-4o-mini-search-preview-2025-03-11?,2025-05-08 20:27:19,2025-05-09 01:01:39,0.19050925925925927,4.572222222222222,274.3333333333333
deepset-ai/haystack,5840,`UrlCacheChecker` 2.0,2023-09-20 08:10:37,2023-09-20 12:45:52,0.19114583333333332,4.5875,275.25
run-llama/llama_index,9205,[Bug]: Error during async streaming of OpenAIAgent & multi tool calls,2023-11-29 11:19:25,2023-11-29 15:55:36,0.19179398148148147,4.603055555555556,276.18333333333334
deepset-ai/haystack,7794,[V2.2.0] ChatPromptBuilder is not export,2024-06-04 03:39:11,2024-06-04 08:17:24,0.1932060185185185,4.6369444444444445,278.21666666666664
langchain-ai/langchain,28625,Update minimum 'openai' library version required for 'langchain-openai',2024-12-09 11:49:26,2024-12-09 16:28:07,0.1935300925925926,4.644722222222223,278.68333333333334
langchain-ai/langchain,29088,Labels are not included when include_labels=True is set in ConfluenceLoader,2025-01-08 10:37:42,2025-01-08 15:16:41,0.19373842592592594,4.6497222222222225,278.98333333333335
microsoft/autogen,5944,Connection error with AzureOpenAI after latest merge,2025-03-14 12:35:57,2025-03-14 17:15:23,0.19405092592592593,4.657222222222222,279.43333333333334
run-llama/llama_index,13241,[Bug]: ModuleNotFoundError: No module named 'llama_index.readers.web.browserbase',2024-05-03 09:55:08,2024-05-03 14:34:36,0.19407407407407407,4.657777777777778,279.46666666666664
run-llama/llama_index,9458,"[Bug]: ValueError: ""HuggingFaceLLM"" object has no field ""_messages_to_prompt""",2023-12-12 10:56:10,2023-12-12 15:37:48,0.1955787037037037,4.693888888888889,281.6333333333333
run-llama/llama_index,9082,[Bug]: can't set extra request headers with the OpenAI client wrapper,2023-11-22 11:30:28,2023-11-22 16:12:12,0.19564814814814815,4.695555555555556,281.73333333333335
run-llama/llama_index,9020,[Bug]: Using ChatPromptTemplate with context_str no longer works in 0.9 because of faulty _get_available_chunk_size logic,2023-11-20 11:50:24,2023-11-20 16:33:05,0.19630787037037037,4.711388888888889,282.68333333333334
run-llama/llama_index,16765,[Feature Request]: Azure Vector Search - allow defining retrievable fields.,2024-10-31 12:55:30,2024-10-31 17:38:15,0.19635416666666666,4.7125,282.75
run-llama/llama_index,10921,"[Bug]: ValueError: ""RetryAgentWorker"" object has no field ""_router_query_engine""",2024-02-17 16:45:04,2024-02-17 21:30:05,0.19792824074074075,4.750277777777778,285.01666666666665
microsoft/autogen,6265,"ValueError: Dataclass has a union type, which is not supported. To use a union, use a Pydantic model",2025-04-10 13:52:54,2025-04-10 18:38:14,0.19814814814814816,4.7555555555555555,285.3333333333333
langchain-ai/langchain,29951,Errors with upcoming 2.11 Pydantic release,2025-02-24 11:26:00,2025-02-24 16:11:27,0.19822916666666668,4.7575,285.45
run-llama/llama_index,10575,[Bug]: 'BedrockEmbedding' has no attribute 'from_credentials',2024-02-12 10:52:11,2024-02-12 15:38:41,0.19895833333333332,4.775,286.5
langchain-ai/langchain,2624,Missing import in AzureOpenAI embedding example,2023-04-09 14:38:44,2023-04-09 19:25:33,0.19917824074074075,4.780277777777778,286.81666666666666
run-llama/llama_index,13770,[Bug]: I am not able to run the custom functioned agents as I am getting this error : AttributeError: 'str' object has no attribute 'message',2024-05-28 11:45:25,2024-05-28 16:32:15,0.19918981481481482,4.780555555555556,286.8333333333333
deepset-ai/haystack,8224,AzureOCRDocumentConverter docstrings,2024-08-14 08:44:35,2024-08-14 13:33:22,0.20054398148148148,4.813055555555556,288.78333333333336
run-llama/llama_index,19465,[Bug]: `DocumentContextExtractor` does not work when adding `RedisDocumentStore` as docstore,2025-07-18 18:58:55,2025-07-18 23:49:26,0.20174768518518518,4.841944444444445,290.51666666666665
microsoft/autogen,1162,[Feature Request]: add spelling checker to pre-commit hooks,2024-01-06 20:54:20,2024-01-07 01:44:59,0.20184027777777777,4.844166666666666,290.65
run-llama/llama_index,18013,[Feature Request]: Add client_kwargs Parameter to OllamaEmbedding Class,2025-03-05 11:39:34,2025-03-05 16:30:37,0.20211805555555556,4.850833333333333,291.05
microsoft/autogen,4236,Console printing for on_messages_stream,2024-11-16 17:12:19,2024-11-16 22:03:59,0.2025462962962963,4.861111111111111,291.6666666666667
microsoft/autogen,2432,[Bug]: Using OpenAI project API key gives warnings,2024-04-18 11:13:48,2024-04-18 16:06:17,0.20311342592592593,4.874722222222222,292.48333333333335
langchain-ai/langchain,90,google/flan-t5-xxl and google/flan-t5-xl don't seem to work with HuggingFaceHub,2022-11-08 21:15:39,2022-11-09 02:08:47,0.2035648148148148,4.885555555555555,293.1333333333333
run-llama/llama_index,13518,[Bug]: Parameter mismatch in _get_function_tool.<locals>.model_fn(),2024-05-15 15:55:13,2024-05-15 20:48:27,0.20363425925925926,4.887222222222222,293.23333333333335
langchain-ai/langchain,2905,Ignore files from `.gitignore` in Git loader,2023-04-14 17:08:38,2023-04-14 22:02:23,0.20399305555555555,4.895833333333333,293.75
run-llama/llama_index,9175,[Bug]: HierarchicalNodeParser not using include_metadata argument,2023-11-28 11:43:46,2023-11-28 16:37:52,0.20423611111111112,4.901666666666666,294.1
microsoft/semantic-kernel,6952,.Net Bug: IChatCompletionService produces StreamingChatMessageContent without role assignment,2024-06-25 17:11:51,2024-06-25 22:06:03,0.20430555555555555,4.903333333333333,294.2
crewAIInc/crewAI,2547,cannot import name 'TaskOutput' from 'crewai',2025-04-09 09:30:10,2025-04-09 14:24:55,0.2046875,4.9125,294.75
deepset-ai/haystack,6830,Rename `default_streaming_callback ` as `print_streaming_chunk`,2024-01-26 10:04:04,2024-01-26 15:00:03,0.20554398148148148,4.933055555555556,295.98333333333335
run-llama/llama_index,14541,[Bug]: BedrockConverse.complete joining parameter dicts wrongly,2024-07-03 12:12:36,2024-07-03 17:10:18,0.20673611111111112,4.961666666666667,297.7
microsoft/autogen,4090,AgentChat task should support multi-modal,2024-11-08 00:39:28,2024-11-08 05:38:42,0.20780092592592592,4.987222222222222,299.23333333333335
run-llama/llama_index,19614,[Bug]: using gpt-5 model cannot do a tool call as it fails on get_tool_calls_from_response in the openai base.py,2025-08-07 21:53:44,2025-08-08 02:54:32,0.2088888888888889,5.013333333333334,300.8
letta-ai/letta,1168,REST API File upload does not work (memgpt 0.3.6),2024-03-20 17:35:25,2024-03-20 22:39:09,0.21092592592592593,5.062222222222222,303.73333333333335
microsoft/semantic-kernel,8914,.Net Agents - No ability to maniplate history for KernelFunction based strategies,2024-09-19 19:15:23,2024-09-20 00:22:11,0.21305555555555555,5.113333333333333,306.8
run-llama/llama_index,15402,[Bug]: poetry add llama-index failing for v0.10.65,2024-08-15 13:08:37,2024-08-15 18:15:48,0.21332175925925925,5.119722222222222,307.18333333333334
run-llama/llama_index,17721,[Bug]: `AgentWorkflow` doesn't preserve system prompt when passing `chat_history` to `run`,2025-02-05 18:37:18,2025-02-05 23:46:43,0.21487268518518518,5.156944444444444,309.4166666666667
run-llama/llama_index,18712,[Bug]: `id` field required in Milvus schema for MilvusVectorStore search to work,2025-05-13 11:56:59,2025-05-13 17:08:22,0.21623842592592593,5.189722222222223,311.3833333333333
run-llama/llama_index,9958,[Bug]: Compatibility with langchain v0.1.0,2024-01-10 13:20:23,2024-01-10 18:33:52,0.21769675925925927,5.224722222222222,313.48333333333335
microsoft/autogen,1170,[Feature Request]: add black and ruff formatting to notebooks,2024-01-07 22:36:00,2024-01-08 03:50:15,0.21822916666666667,5.2375,314.25
run-llama/llama_index,18706,[Bug]: azure openai embedding init error with azure ad,2025-05-13 08:11:05,2025-05-13 13:26:46,0.21922453703703704,5.261388888888889,315.68333333333334
run-llama/llama_index,9080,[Bug]: HuggingFaceEmbedding constructor does not set normalize argument,2023-11-22 10:34:59,2023-11-22 15:52:09,0.22025462962962963,5.286111111111111,317.1666666666667
microsoft/semantic-kernel,12373,Python: Bug: add_plugin_from_openapi() has hardcoded 5 seconds timeout,2025-06-04 18:21:38,2025-06-04 23:38:52,0.22030092592592593,5.287222222222222,317.23333333333335
langchain-ai/langchain,5623,cannot import name 'FigmaFileLoader',2023-06-02 16:39:41,2023-06-02 21:58:42,0.22153935185185186,5.316944444444444,319.01666666666665
langchain-ai/langchain,3988,LangChain openAI callback doesn't allow finetuned models,2023-05-02 18:00:22,2023-05-02 23:19:58,0.22194444444444444,5.326666666666667,319.6
langchain-ai/langchain,7472,Pinecone: Support starter tier,2023-07-10 10:19:16,2023-07-10 15:39:49,0.22260416666666666,5.3425,320.55
run-llama/llama_index,14703,[Feature Request]: Add a sample notebook to show llamaindex agents used for managed vertex ai index,2024-07-11 19:05:42,2024-07-12 00:26:49,0.22299768518518517,5.351944444444444,321.1166666666667
langchain-ai/langchain,6756,Recent tags change causes AttributeError: 'str' object has no attribute 'value' on initialize_agent call,2023-06-26 11:00:29,2023-06-26 16:28:13,0.2275925925925926,5.4622222222222225,327.73333333333335
microsoft/semantic-kernel,4190,.Net: PromptRendered event does not use changed RenderedPrompt,2023-12-12 08:43:58,2023-12-12 14:14:09,0.22929398148148147,5.503055555555555,330.18333333333334
run-llama/llama_index,16140,[Bug]: llms-ibm: Pydantic complains about use of model_ namespace,2024-09-20 23:27:44,2024-09-21 04:58:15,0.22952546296296297,5.508611111111111,330.51666666666665
run-llama/llama_index,15647,[Bug]: TypeError: BaseModel.model_json_schema() got an unexpected keyword argument 'indent',2024-08-26 15:12:09,2024-08-26 20:46:02,0.23186342592592593,5.564722222222223,333.8833333333333
run-llama/llama_index,17784,[Documentation]: 404 putting_it_all_together/structured_data.md,2025-02-11 10:58:50,2025-02-11 16:32:55,0.23200231481481481,5.5680555555555555,334.0833333333333
langchain-ai/langchain,32272,LangChain Indexing API: Incorrect num_skipped Count Due to Missing Within-Batch Deduplication Tracking,2025-07-28 08:23:43,2025-07-28 13:58:52,0.23274305555555555,5.585833333333333,335.15
microsoft/semantic-kernel,10321,.Net: Bug: Ollama connector doesn't play nice with Aspire,2025-01-28 11:00:56,2025-01-28 16:36:43,0.23318287037037036,5.596388888888889,335.78333333333336
langchain-ai/langchain,29685,"DOC: HuggingFaceEndpoint Requires Explicit `task` Argument, but Documentation Omits It",2025-02-08 14:05:01,2025-02-08 19:41:04,0.23336805555555556,5.600833333333333,336.05
microsoft/semantic-kernel,3870,.Net: PromptNode and XmlPromptParser should be made internal until we are happy with the full prompt syntax language.,2023-12-01 03:24:18,2023-12-01 09:02:17,0.23471064814814815,5.633055555555556,337.98333333333335
langchain-ai/langchain,22910,DOC: <Issue related to /v0.2/docs/integrations/chat/> Ollama JSON mode seems to be marked incorrectly as NO,2024-06-14 17:48:39,2024-06-14 23:27:56,0.23561342592592593,5.654722222222222,339.28333333333336
run-llama/llama_index,9781,[Bug]: Missing Azure OpenAI context sizes,2024-01-01 10:52:57,2024-01-01 16:33:10,0.23626157407407408,5.670277777777778,340.21666666666664
microsoft/semantic-kernel,10848,Python: Bug: Python AzureChatCompletion without Realtime not working,2025-03-07 11:41:12,2025-03-07 17:22:11,0.23679398148148148,5.683055555555556,340.98333333333335
deepset-ai/haystack,3024,`test_retriever.py::test_dpr_embedding` for Weaviate is flaky,2022-08-11 10:32:40,2022-08-11 16:13:44,0.23685185185185184,5.684444444444445,341.06666666666666
run-llama/llama_index,11031,[Bug]: 'AgentChatResponse' object has no attribute 'print_response_stream',2024-02-20 15:38:42,2024-02-20 21:20:29,0.23734953703703704,5.6963888888888885,341.78333333333336
run-llama/llama_index,10689,[Bug]: Python versions range changed from 0.9.48 and 0.10.x ,2024-02-14 09:39:42,2024-02-14 15:23:45,0.2389236111111111,5.734166666666667,344.05
run-llama/llama_index,18878,[Bug]: McpToolSpec fetch all tools on empty filtering list,2025-05-28 11:28:28,2025-05-28 17:13:17,0.23945601851851853,5.746944444444445,344.81666666666666
run-llama/llama_index,9432,[Bug]: Problem with MetadataFilter and AstraDBVectorStore,2023-12-11 11:08:25,2023-12-11 16:53:28,0.23961805555555554,5.7508333333333335,345.05
langchain-ai/langchain,15845,DOC: Missing dependency when going through the Quickstart section,2024-01-10 21:47:23,2024-01-11 03:32:56,0.2399652777777778,5.759166666666666,345.55
deepset-ai/haystack,1161,Breaking changes in newer mypy version,2021-06-09 08:38:51,2021-06-09 14:24:39,0.2401388888888889,5.763333333333334,345.8
crewAIInc/crewAI,3011,[BUG] Crew cannot be run because of incompatible Pydantic version,2025-06-16 14:34:07,2025-06-16 20:20:11,0.24032407407407408,5.767777777777778,346.06666666666666
run-llama/llama_index,19487,[Bug]: AgentWorkflow Memory not working with Complex prompts,2025-07-21 14:29:07,2025-07-21 20:15:13,0.2403472222222222,5.7683333333333335,346.1
microsoft/autogen,4245,autogenstudio ui start fails with ImportError,2024-11-17 14:18:45,2024-11-17 20:04:57,0.24041666666666667,5.77,346.2
run-llama/llama_index,18789,[Bug]: DocumentBlock doesn't work with BedrockConverse,2025-05-20 11:03:58,2025-05-20 16:51:10,0.2411111111111111,5.786666666666667,347.2
deepset-ai/haystack,8107,docs: clean up docstrings of DocumentJoiner,2024-07-29 06:51:39,2024-07-29 12:39:45,0.24173611111111112,5.801666666666667,348.1
run-llama/llama_index,15923,[Bug]: Custom Embedding Model example not working due to Pydantic errors,2024-09-09 13:37:26,2024-09-09 19:25:43,0.2418634259259259,5.804722222222222,348.28333333333336
microsoft/semantic-kernel,4923,Python: AttributeError: 'Choice' object has no attribute 'logprobs',2024-02-08 11:21:15,2024-02-08 17:12:09,0.24368055555555557,5.848333333333334,350.9
run-llama/llama_index,11689,[Bug]: cannot download RaptorPack via llamaindex-cli and download_llama_pack,2024-03-06 10:47:20,2024-03-06 16:38:26,0.24381944444444445,5.851666666666667,351.1
deepset-ai/haystack,8896,Haystack is not compatible with `ddtrace>=3.0.0`,2025-02-21 07:43:49,2025-02-21 13:35:06,0.24394675925925927,5.854722222222223,351.28333333333336
run-llama/llama_index,12524,"[Bug]: keyerror in msg[""additional_kwargs""] when using langfuse and a chat engine",2024-04-03 14:29:00,2024-04-03 20:20:36,0.24416666666666667,5.86,351.6
microsoft/semantic-kernel,6707,Python: `experimental_class` decorator (new in semantic kernel 1.0.x) is causing typing errors (?),2024-06-14 11:17:40,2024-06-14 17:09:36,0.24439814814814814,5.865555555555556,351.93333333333334
run-llama/llama_index,13598,[Bug]: sec-filings reader load_data() TypeError,2024-05-20 10:53:51,2024-05-20 16:45:57,0.2445138888888889,5.868333333333333,352.1
run-llama/llama_index,18434,[Bug]: Llama API not working at all,2025-04-11 11:32:54,2025-04-11 17:25:16,0.24469907407407407,5.872777777777777,352.3666666666667
microsoft/semantic-kernel,2564,Python: AttributeError: 'CompletionConfig' object has no attribute 'token_selection_biases',2023-08-24 15:33:20,2023-08-24 21:26:03,0.24494212962962963,5.878611111111111,352.71666666666664
deepset-ai/haystack,5905,HTMLToDocument - a Component for HTML to Raw Text Conversion (v2),2023-09-28 09:29:16,2023-09-28 15:22:30,0.24530092592592592,5.887222222222222,353.23333333333335
run-llama/llama_index,19050,[Bug]: VectorMemoryBlocks can't retrieve memories from last user prompt,2025-06-11 17:27:44,2025-06-11 23:21:09,0.24542824074074074,5.8902777777777775,353.4166666666667
run-llama/llama_index,19129,[Feature Request]: TitleExtractor Progress Bar should be nested,2025-06-18 15:19:00,2025-06-18 21:15:36,0.24763888888888888,5.943333333333333,356.6
langchain-ai/langchain,5822,skip openai params when embedding,2023-06-07 08:36:23,2023-06-07 14:32:59,0.24763888888888888,5.943333333333333,356.6
deepset-ai/haystack,8148,Clean up AzureOpenAIGenerator docstrings,2024-08-02 06:29:16,2024-08-02 12:26:38,0.2481712962962963,5.956111111111111,357.3666666666667
run-llama/llama_index,17424,[Question]: Potential Bug in SchemaLLMPathExtractor with PDFs (Property Graph Construction with Predefined Schemas),2025-01-04 20:57:54,2025-01-05 02:58:27,0.25038194444444445,6.009166666666666,360.55
run-llama/llama_index,9929,[Documentation]: module_guides/storing/chat_stores.html - package name error,2024-01-09 12:15:50,2024-01-09 18:16:24,0.25039351851851854,6.009444444444444,360.56666666666666
microsoft/autogen,5355,PermissionError: [Errno 13] Permission denied:,2025-02-04 12:22:57,2025-02-04 18:23:47,0.2505787037037037,6.013888888888889,360.8333333333333
run-llama/llama_index,13764,[Bug]: TypeError: Can't instantiate abstract class MultiModalRetrieverEvaluator with abstract method _aget_retrieved_ids_and_texts,2024-05-28 08:36:46,2024-05-28 14:37:45,0.25068287037037035,6.016388888888889,360.98333333333335
run-llama/llama_index,18797,[Feature Request]: Create PostgresKVStore and PostgresDocumentStore from existing SQLAlchemy Engine,2025-05-21 08:02:37,2025-05-21 14:05:26,0.2519560185185185,6.046944444444445,362.81666666666666
run-llama/llama_index,12319,[Bug]: Redis Docstore `docs` property error,2024-03-27 11:47:28,2024-03-27 17:50:23,0.25202546296296297,6.048611111111111,362.9166666666667
